log_id,po_id,model_version,input_prompt_context,generated_rationale,prompt_tokens,completion_tokens
522d54a4-cacc-5afa-b73f-9ef9b6e3b8a3,64649d77-b97e-5797-8eaf-dc1b91b4ebb0,grok (xai) via StockPilot dual-agent,"{""evidence"": {""p50_lt"": 8.78, ""p90_lt"": 10.49, ""lead_time_mean"": 13.3, ""lead_time_std"": 6.7, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}, ""recommended_qty"": 7.0, ""days_to_stockout"": 7, ""net_benefit"": 258.87, ""verifier"": {""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}}","Order 7.0 units of b39d7fe2 at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.",,
779b47db-7099-546e-b572-f38e40438a27,33d4b559-d1a0-597a-a927-b559b6eab4e7,grok (xai) via StockPilot dual-agent,"{""evidence"": {""p50_lt"": 10.32, ""p90_lt"": 14.27, ""lead_time_mean"": 9.6, ""lead_time_std"": 6.0, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}, ""recommended_qty"": 11.0, ""days_to_stockout"": 7, ""net_benefit"": 364.91, ""verifier"": {""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}}","Order 11.0 units of c3384751 at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.",,
31c2c53f-c0dc-53a7-97a4-563d2a631fb8,398faedf-5213-56d8-998b-3c91e0993e32,grok (xai) via StockPilot dual-agent,"{""evidence"": {""p50_lt"": 6.02, ""p90_lt"": 17.8, ""lead_time_mean"": 9.7, ""lead_time_std"": 5.6, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}, ""recommended_qty"": 14.0, ""days_to_stockout"": 7, ""net_benefit"": 291.57, ""verifier"": {""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}}","Order 14.0 units of c3cfdc64 at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.",,
04286c8e-23b3-5c06-b31c-43b6710d16ee,99dfc7ea-2a15-5819-97fe-ad5e36c47317,grok (xai) via StockPilot dual-agent,"{""evidence"": {""p50_lt"": 7.89, ""p90_lt"": 10.53, ""lead_time_mean"": 11.3, ""lead_time_std"": 7.6, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}, ""recommended_qty"": 7.0, ""days_to_stockout"": 7, ""net_benefit"": 36.83, ""verifier"": {""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}}","Order 7.0 units of 2138ccb8 at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.",,
41a926b4-249a-5bed-a59b-de2ea6ad809a,206e4764-ebe5-511f-8ace-81ff9fba2618,grok (xai) via StockPilot dual-agent,"{""evidence"": {""p50_lt"": 6.37, ""p90_lt"": 9.28, ""lead_time_mean"": 7.0, ""lead_time_std"": 3.0, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}, ""recommended_qty"": 6.0, ""days_to_stockout"": 7, ""net_benefit"": 60.62, ""verifier"": {""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}}","Order 6.0 units of ef2fbc2b at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.",,
09a58c9a-1bbc-5f50-a442-00b44319da50,b9aaba21-5f7a-5e3b-8379-921d57bc1d5e,grok (xai) via StockPilot dual-agent,"{""evidence"": {""p50_lt"": 7.09, ""p90_lt"": 9.79, ""lead_time_mean"": 7.7, ""lead_time_std"": 4.1, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}, ""recommended_qty"": 6.0, ""days_to_stockout"": 7, ""net_benefit"": 139.35, ""verifier"": {""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}}","Order 6.0 units of 594f9aaa at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.",,
fdde3691-3ca5-5d54-9a1a-13ce3d9aa874,a34995cd-3fa4-5150-ba69-0f7becc466b3,grok (xai) via StockPilot dual-agent,"{""evidence"": {""p50_lt"": 11.84, ""p90_lt"": 17.26, ""lead_time_mean"": 15.8, ""lead_time_std"": 10.1, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}, ""recommended_qty"": 14.0, ""days_to_stockout"": 7, ""net_benefit"": 716.8, ""verifier"": {""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}}","Order 14.0 units of 7d13fca1 at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.",,
6f31743e-8aac-58f6-9a3f-ad22b0c63028,58cbaa9b-89ad-5f8e-b66b-c63b58d2d04b,grok (xai) via StockPilot dual-agent,"{""evidence"": {""p50_lt"": 5.23, ""p90_lt"": 7.92, ""lead_time_mean"": 6.1, ""lead_time_std"": 3.4, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}, ""recommended_qty"": 4.0, ""days_to_stockout"": 7, ""net_benefit"": 16.5, ""verifier"": {""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}}","Order 4.0 units of 18e694e0 at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.",,
af5d5622-1398-5580-ba64-35c128bcedfe,9ebac794-9d51-59df-9905-b9c56225ecba,grok (xai) via StockPilot dual-agent,"{""evidence"": {""p50_lt"": 5.85, ""p90_lt"": 8.82, ""lead_time_mean"": 5.8, ""lead_time_std"": 3.9, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}, ""recommended_qty"": 5.0, ""days_to_stockout"": 7, ""net_benefit"": 60.12, ""verifier"": {""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}}","Order 5.0 units of d566c37f at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.",,
2f9cf848-5da0-5d62-b8d7-6dab0952847f,38a4e8b7-394a-5665-871f-c97bcf9774b4,grok (xai) via StockPilot dual-agent,"{""evidence"": {""p50_lt"": 7.6, ""p90_lt"": 14.95, ""lead_time_mean"": 9.1, ""lead_time_std"": 6.3, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}, ""recommended_qty"": 11.0, ""days_to_stockout"": 7, ""net_benefit"": 117.05, ""verifier"": {""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}}","Order 11.0 units of 6edacfd9 at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.",,
e5d27211-1220-5e65-a39d-598e9d317ff4,fa94d706-49d7-53bd-8300-c7dc7cc3c81f,grok (xai) via StockPilot dual-agent,"{""evidence"": {""p50_lt"": 10.32, ""p90_lt"": 13.86, ""lead_time_mean"": 11.4, ""lead_time_std"": 8.0, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}, ""recommended_qty"": 10.0, ""days_to_stockout"": 7, ""net_benefit"": 192.98, ""verifier"": {""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}}","Order 10.0 units of 7299e27e at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.",,
4c3dd01c-6bc9-565b-bd5b-513e8a55c838,59e04888-78b3-5390-856d-853c1b810078,grok (xai) via StockPilot dual-agent,"{""evidence"": {""p50_lt"": 10.42, ""p90_lt"": 13.89, ""lead_time_mean"": 14.3, ""lead_time_std"": 8.6, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}, ""recommended_qty"": 10.0, ""days_to_stockout"": 7, ""net_benefit"": 149.81, ""verifier"": {""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}}","Order 10.0 units of 391fc663 at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.",,
9690e942-df78-59b6-b6aa-f9985e08f086,ed6793cb-3f63-5b62-8e6c-3fa4bfe2656b,grok (xai) via StockPilot dual-agent,"{""evidence"": {""p50_lt"": 8.33, ""p90_lt"": 10.19, ""lead_time_mean"": 8.8, ""lead_time_std"": 4.2, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}, ""recommended_qty"": 7.0, ""days_to_stockout"": 7, ""net_benefit"": 319.1, ""verifier"": {""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}}","Order 7.0 units of ea67327e at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.",,
